,Unnamed: 0.1,Unnamed: 0,Title,Session_Code,Author,Affiliations,Text,Year,Authors_and_Affiliations,Email,Sentence,Person-first,Identity-first,PF_nouns,IF_nouns
367,3520,460,D Implicating genetic risk variants for circadian rhythm and sleep trait dif ï¬culties in individuals with autism spectrum disorder,P09.029,Z. Schmilovich,"1,2, R. Tesfaye1,2, G. Huguet3,4, A. Dionne","Laporte1, O. Diallo1, B. Chaumette2,5,6, S. Jacquemont3,4, M. Elsabbagh1,2,P .A .D i o n1,2, G. A. Rouleau1,2 1McGill University, Montreal, QC, Canada,2Montreal Neurological Institute and Hospital, Montreal, QC, Canada,3CHU Sainte Justine, Montreal, QC, Canada, 4UniversitÃ© de MontrÃ©al, Montreal, QC, Canada, 5UniversitÃ© Paris Descartes; Bio Sorbonne Paris CitÃ©; INSERM, Laboratoire de Physiopathologie des Maladies Psychiatriques, Centre de Psychiatrie et Neurosciences,UMR 894, GDR3557 Institut de Psychiatrie, Paris, France, 6Centre Hospitalier Sainte Anne, Service hospitalo universitaire, GHU Paris Psychiatrie et Neurosciences,Paris, France Introduction: autism is a largely hereditary neurodevelopmental disorder characterized by difï¬culties in social interaction and communication, and restricted and repetitive behaviour. Sleep is disturbed in upto 80% of affected youths with ASD. Genes underlying the circadian rhythm are proposed to elucidate sleep and other timing problems in individuals with ASD. Our ï¬rst aim investigates whether copy number variants (CNVs) encom passing core circadian clock genes, circadian pathway genes, and sleep trait candidate genes, detected fromprevious large genome wide association studies, areAbstracts from the 52ndEuropean Society of Human Genetics (ESHG). . . 1423signiï¬cantly overrepresented in ASD individuals compared to their unaffected siblings. Material and Methods: We used microarray data from probands with ASD (n ,2926) and their unaffected siblings (n,2434) from the Simons Simplex Collection (SSC). CNVs were called, validated, and subsequently ï¬ltered using established pipelines and detection algorithms (PennCNV, QuantiSNP, SnipPeep). Results: Fisher âs exact test reveal that CNVs encom passed in core circadian clock genes, circadian pathway genes, and sleep trait candidate genes are signi ï¬cantly overrepresented in probands with ASD in comparison totheir unaffected siblings (p ,0.003; Odds ratio 1.6; CI95% [1.2 ; 2.3]). Conclusions: These preliminary results are the ï¬rst to implicate a broad network of sleep related genes in the etiology of ASD. Using whole exome sequencing (WES) data from the SSC, future investigations will evaluate therepresentation of probands âSNPs within sleep related genes in comparison to their unaffected siblings. Furthermore, SNP set Kernel Association Test (SKAT) using probands â WES and corresponding phenotypic sleep observations will identify candidate SNPs that associate signi ï¬cantly with disturbed sleep traits in individuals with ASD. Z. Schmilovich: None. R. Tesfaye: None. G. Huguet: None. A. Dionne Laporte: None. O. Diallo: None. B. Chaumette: None. S. Jacquemont: None. M. Elsabbagh: None. P. A. Dion: None. G. A. Rouleau: None.",2019,,,"Furthermore, SNP set Kernel Association Test (SKAT) using probands â WES and corresponding phenotypic sleep observations will identify candidate SNPs that associate signi ï¬cantly with disturbed sleep traits in individuals with ASD.",individual with ASD,,individual,
368,3520,460,D Implicating genetic risk variants for circadian rhythm and sleep trait dif ï¬culties in individuals with autism spectrum disorder,P09.029,Z. Schmilovich,"1,2, R. Tesfaye1,2, G. Huguet3,4, A. Dionne","Laporte1, O. Diallo1, B. Chaumette2,5,6, S. Jacquemont3,4, M. Elsabbagh1,2,P .A .D i o n1,2, G. A. Rouleau1,2 1McGill University, Montreal, QC, Canada,2Montreal Neurological Institute and Hospital, Montreal, QC, Canada,3CHU Sainte Justine, Montreal, QC, Canada, 4UniversitÃ© de MontrÃ©al, Montreal, QC, Canada, 5UniversitÃ© Paris Descartes; Bio Sorbonne Paris CitÃ©; INSERM, Laboratoire de Physiopathologie des Maladies Psychiatriques, Centre de Psychiatrie et Neurosciences,UMR 894, GDR3557 Institut de Psychiatrie, Paris, France, 6Centre Hospitalier Sainte Anne, Service hospitalo universitaire, GHU Paris Psychiatrie et Neurosciences,Paris, France Introduction: autism is a largely hereditary neurodevelopmental disorder characterized by difï¬culties in social interaction and communication, and restricted and repetitive behaviour. Sleep is disturbed in upto 80% of affected youths with ASD. Genes underlying the circadian rhythm are proposed to elucidate sleep and other timing problems in individuals with ASD. Our ï¬rst aim investigates whether copy number variants (CNVs) encom passing core circadian clock genes, circadian pathway genes, and sleep trait candidate genes, detected fromprevious large genome wide association studies, areAbstracts from the 52ndEuropean Society of Human Genetics (ESHG). . . 1423signiï¬cantly overrepresented in ASD individuals compared to their unaffected siblings. Material and Methods: We used microarray data from probands with ASD (n ,2926) and their unaffected siblings (n,2434) from the Simons Simplex Collection (SSC). CNVs were called, validated, and subsequently ï¬ltered using established pipelines and detection algorithms (PennCNV, QuantiSNP, SnipPeep). Results: Fisher âs exact test reveal that CNVs encom passed in core circadian clock genes, circadian pathway genes, and sleep trait candidate genes are signi ï¬cantly overrepresented in probands with ASD in comparison totheir unaffected siblings (p ,0.003; Odds ratio 1.6; CI95% [1.2 ; 2.3]). Conclusions: These preliminary results are the ï¬rst to implicate a broad network of sleep related genes in the etiology of ASD. Using whole exome sequencing (WES) data from the SSC, future investigations will evaluate therepresentation of probands âSNPs within sleep related genes in comparison to their unaffected siblings. Furthermore, SNP set Kernel Association Test (SKAT) using probands â WES and corresponding phenotypic sleep observations will identify candidate SNPs that associate signi ï¬cantly with disturbed sleep traits in individuals with ASD. Z. Schmilovich: None. R. Tesfaye: None. G. Huguet: None. A. Dionne Laporte: None. O. Diallo: None. B. Chaumette: None. S. Jacquemont: None. M. Elsabbagh: None. P. A. Dion: None. G. A. Rouleau: None.",2019,,,"Material and Methods: We used microarray data from probands with ASD (n ,2926) and their unaffected siblings (n,2434) from the Simons Simplex Collection (SSC).",proband with ASD,,proband,
369,3520,460,D Implicating genetic risk variants for circadian rhythm and sleep trait dif ï¬culties in individuals with autism spectrum disorder,P09.029,Z. Schmilovich,"1,2, R. Tesfaye1,2, G. Huguet3,4, A. Dionne","Laporte1, O. Diallo1, B. Chaumette2,5,6, S. Jacquemont3,4, M. Elsabbagh1,2,P .A .D i o n1,2, G. A. Rouleau1,2 1McGill University, Montreal, QC, Canada,2Montreal Neurological Institute and Hospital, Montreal, QC, Canada,3CHU Sainte Justine, Montreal, QC, Canada, 4UniversitÃ© de MontrÃ©al, Montreal, QC, Canada, 5UniversitÃ© Paris Descartes; Bio Sorbonne Paris CitÃ©; INSERM, Laboratoire de Physiopathologie des Maladies Psychiatriques, Centre de Psychiatrie et Neurosciences,UMR 894, GDR3557 Institut de Psychiatrie, Paris, France, 6Centre Hospitalier Sainte Anne, Service hospitalo universitaire, GHU Paris Psychiatrie et Neurosciences,Paris, France Introduction: autism is a largely hereditary neurodevelopmental disorder characterized by difï¬culties in social interaction and communication, and restricted and repetitive behaviour. Sleep is disturbed in upto 80% of affected youths with ASD. Genes underlying the circadian rhythm are proposed to elucidate sleep and other timing problems in individuals with ASD. Our ï¬rst aim investigates whether copy number variants (CNVs) encom passing core circadian clock genes, circadian pathway genes, and sleep trait candidate genes, detected fromprevious large genome wide association studies, areAbstracts from the 52ndEuropean Society of Human Genetics (ESHG). . . 1423signiï¬cantly overrepresented in ASD individuals compared to their unaffected siblings. Material and Methods: We used microarray data from probands with ASD (n ,2926) and their unaffected siblings (n,2434) from the Simons Simplex Collection (SSC). CNVs were called, validated, and subsequently ï¬ltered using established pipelines and detection algorithms (PennCNV, QuantiSNP, SnipPeep). Results: Fisher âs exact test reveal that CNVs encom passed in core circadian clock genes, circadian pathway genes, and sleep trait candidate genes are signi ï¬cantly overrepresented in probands with ASD in comparison totheir unaffected siblings (p ,0.003; Odds ratio 1.6; CI95% [1.2 ; 2.3]). Conclusions: These preliminary results are the ï¬rst to implicate a broad network of sleep related genes in the etiology of ASD. Using whole exome sequencing (WES) data from the SSC, future investigations will evaluate therepresentation of probands âSNPs within sleep related genes in comparison to their unaffected siblings. Furthermore, SNP set Kernel Association Test (SKAT) using probands â WES and corresponding phenotypic sleep observations will identify candidate SNPs that associate signi ï¬cantly with disturbed sleep traits in individuals with ASD. Z. Schmilovich: None. R. Tesfaye: None. G. Huguet: None. A. Dionne Laporte: None. O. Diallo: None. B. Chaumette: None. S. Jacquemont: None. M. Elsabbagh: None. P. A. Dion: None. G. A. Rouleau: None.",2019,,,"Results: Fisher âs exact test reveal that CNVs encom passed in core circadian clock genes, circadian pathway genes, and sleep trait candidate genes are signi ï¬cantly overrepresented in probands with ASD in comparison totheir unaffected siblings (p ,0.003; Odds ratio 1.6; CI95% [1.2 ; 2.3]).",proband with ASD,,proband,
370,3520,460,D Implicating genetic risk variants for circadian rhythm and sleep trait dif ï¬culties in individuals with autism spectrum disorder,P09.029,Z. Schmilovich,"1,2, R. Tesfaye1,2, G. Huguet3,4, A. Dionne","Laporte1, O. Diallo1, B. Chaumette2,5,6, S. Jacquemont3,4, M. Elsabbagh1,2,P .A .D i o n1,2, G. A. Rouleau1,2 1McGill University, Montreal, QC, Canada,2Montreal Neurological Institute and Hospital, Montreal, QC, Canada,3CHU Sainte Justine, Montreal, QC, Canada, 4UniversitÃ© de MontrÃ©al, Montreal, QC, Canada, 5UniversitÃ© Paris Descartes; Bio Sorbonne Paris CitÃ©; INSERM, Laboratoire de Physiopathologie des Maladies Psychiatriques, Centre de Psychiatrie et Neurosciences,UMR 894, GDR3557 Institut de Psychiatrie, Paris, France, 6Centre Hospitalier Sainte Anne, Service hospitalo universitaire, GHU Paris Psychiatrie et Neurosciences,Paris, France Introduction: autism is a largely hereditary neurodevelopmental disorder characterized by difï¬culties in social interaction and communication, and restricted and repetitive behaviour. Sleep is disturbed in upto 80% of affected youths with ASD. Genes underlying the circadian rhythm are proposed to elucidate sleep and other timing problems in individuals with ASD. Our ï¬rst aim investigates whether copy number variants (CNVs) encom passing core circadian clock genes, circadian pathway genes, and sleep trait candidate genes, detected fromprevious large genome wide association studies, areAbstracts from the 52ndEuropean Society of Human Genetics (ESHG). . . 1423signiï¬cantly overrepresented in ASD individuals compared to their unaffected siblings. Material and Methods: We used microarray data from probands with ASD (n ,2926) and their unaffected siblings (n,2434) from the Simons Simplex Collection (SSC). CNVs were called, validated, and subsequently ï¬ltered using established pipelines and detection algorithms (PennCNV, QuantiSNP, SnipPeep). Results: Fisher âs exact test reveal that CNVs encom passed in core circadian clock genes, circadian pathway genes, and sleep trait candidate genes are signi ï¬cantly overrepresented in probands with ASD in comparison totheir unaffected siblings (p ,0.003; Odds ratio 1.6; CI95% [1.2 ; 2.3]). Conclusions: These preliminary results are the ï¬rst to implicate a broad network of sleep related genes in the etiology of ASD. Using whole exome sequencing (WES) data from the SSC, future investigations will evaluate therepresentation of probands âSNPs within sleep related genes in comparison to their unaffected siblings. Furthermore, SNP set Kernel Association Test (SKAT) using probands â WES and corresponding phenotypic sleep observations will identify candidate SNPs that associate signi ï¬cantly with disturbed sleep traits in individuals with ASD. Z. Schmilovich: None. R. Tesfaye: None. G. Huguet: None. A. Dionne Laporte: None. O. Diallo: None. B. Chaumette: None. S. Jacquemont: None. M. Elsabbagh: None. P. A. Dion: None. G. A. Rouleau: None.",2019,,,Sleep is disturbed in upto 80% of affected youths with ASD.,youth with ASD,,youth,
371,4120,472,D Mitochondrial DNA influences the susceptibility to Autism Spectrum Disorders and the severity of the clinical phenotype,P09.027,L. Caporali: None. C. Fiorini: None. F. Palombo: None. F.,Baccari: None. M. Romagnoli: None. P. Visconti: None. A. Posar:," Spallanzani"", University of Pavia, Pavia, Italy, Bologna, Italy,7IRCCS Istituto delle Scienze Neurologiche di Bologna, Programma Diagnostica FunzionaleNeuroradiologica, Bologna, Italy, Bologna, Italy. Introduction: autism are complex and lifelong heterogeneous neurodevelopmental conditions. Different genetic models could explain ASD, ranging from monogenic disorder or copy number variation to polygenic disease. Mito chondrial DNA (mtDNA) may have a role in the pathogenesis ofASD. Materials and Methods: Our cohort consists of 98 families including 117 subjects with ASD, 193 parents and 59 unaffectedsiblings. We performed deep sequencing of mtDNA, de ï¬ning haplogroups and evaluating private variants, including those at low heteroplasmy. An independent cohort of 127 Italian families was used as a replica. Both these cohorts were compared to a controlgroup of 5088 healthy individuals. MtDNA content was assessed inblood cells. Multivariable regression was used to evaluate risk factors inï¬uencing ASD severity classi ï¬ed by the calibrated severity score of autism Diagnostic Observation Schedule. Results: Haplogroup H in probands resulted protective for ASD, counterbalanced by increased risk conferred by haplogroups L and I. Paternal haplogroups U5a and K increased the risk ofdeveloping ASD in offspring. Probands showed increased numberof missense mutations in MT ATP6 and MT ATP8 and reduced mtDNA content. Paternal super haplogroups H and JT are associated with mild phenotypes, whereas variants with 15% 5%heteroplasmy are associated with severe phenotypes. Conclusions: Our results indicate a contribution of mtDNA to ASD susceptibility and phenotypic expression. Paternal mtDNA inï¬uences the ASD pathogenesis, possibly due to accumulation of nuclear de novo variants or epigenetic alterations in fathers â germinal cells that are transmitted to the offspring. Supported by the Italian Ministry of Health (GR 2013 02357561).",2021,,,"Materials and Methods: Our cohort consists of 98 families including 117 subjects with ASD, 193 parents and 59 unaffectedsiblings.",subject with ASD,,subject,
372,4088,271,D Mutation burden in patients with small unrepaired atrial septal defects,P05.018,A.K.M. Nielsen: None. C. Nyboe: None. A.S.L. Ovesen: None. S.,Udholm: None. M.M. Larsen: None. V. Hjprtdal: None. L.A.," Introduction: In a recent nationwide cohort study, we have discovered that patients living with an atrial septal defect (ASD) have a shorter life expectancy, increased risk of atrial ï¬brillation, pneumonia, and psychiatric iss ues compared to the general population. The pathop hysiological mechanisms are still unknown. The objective of this study is to investigate if this group of patients is burdened by mutations in genes associated with ASD. Methods: We included 147 patients with an unrepaired ASD. We curated a list of ASD candidate genes, and patients wereanalyzed for genetic variants in these genes, using targeted next generation sequencing. We ï¬ltered for protein altering variants (PAVs) with minor allele frequency (MAF) <0.01 and predictedpathogenicity using the Combined Annotation Dependent Deple tion (CADD) method. The number of rare and pathogenic variants in cases were compared with variants identi ï¬ed in 33,370 controls of European ancestry. Results: We identi ï¬ed 384 rare (MAF < 0.01) PAVs in 59 genes. ASD patients were signi ï¬cantly enriched for very rare (MAF < 0.0001) PAVs compared to controls (P ,0.0001). The frequency of PAVs with CADD score â¥30 was signi ï¬cantly higher in ASD patients, compared to controls (P ,0.0042). Conclusions: Patients with a small, unrepaired ASD were enriched for rare PAVs within 59 ASD candidate disease genes. Our resultssuggest that recurrence risk may be increased for this group ofpatients and warrants further inve stigations. Funding: This work was supported by Novo Nordic Foundation (Grant no. NNFSA170030576), Brd. Hartmanns Fond, Kong Christian den Tiendes Fond, DagmarMarshalls Fond and Eva & Henry FrÃ¦nkels Mindefond.",2021,,,"ASD patients were signi ï¬cantly enriched for very rare (MAF < 0.0001) PAVs compared to controls (P ,0.0001).",,ASD patient,,patient
373,4088,271,D Mutation burden in patients with small unrepaired atrial septal defects,P05.018,A.K.M. Nielsen: None. C. Nyboe: None. A.S.L. Ovesen: None. S.,Udholm: None. M.M. Larsen: None. V. Hjprtdal: None. L.A.," Introduction: In a recent nationwide cohort study, we have discovered that patients living with an atrial septal defect (ASD) have a shorter life expectancy, increased risk of atrial ï¬brillation, pneumonia, and psychiatric iss ues compared to the general population. The pathop hysiological mechanisms are still unknown. The objective of this study is to investigate if this group of patients is burdened by mutations in genes associated with ASD. Methods: We included 147 patients with an unrepaired ASD. We curated a list of ASD candidate genes, and patients wereanalyzed for genetic variants in these genes, using targeted next generation sequencing. We ï¬ltered for protein altering variants (PAVs) with minor allele frequency (MAF) <0.01 and predictedpathogenicity using the Combined Annotation Dependent Deple tion (CADD) method. The number of rare and pathogenic variants in cases were compared with variants identi ï¬ed in 33,370 controls of European ancestry. Results: We identi ï¬ed 384 rare (MAF < 0.01) PAVs in 59 genes. ASD patients were signi ï¬cantly enriched for very rare (MAF < 0.0001) PAVs compared to controls (P ,0.0001). The frequency of PAVs with CADD score â¥30 was signi ï¬cantly higher in ASD patients, compared to controls (P ,0.0042). Conclusions: Patients with a small, unrepaired ASD were enriched for rare PAVs within 59 ASD candidate disease genes. Our resultssuggest that recurrence risk may be increased for this group ofpatients and warrants further inve stigations. Funding: This work was supported by Novo Nordic Foundation (Grant no. NNFSA170030576), Brd. Hartmanns Fond, Kong Christian den Tiendes Fond, DagmarMarshalls Fond and Eva & Henry FrÃ¦nkels Mindefond.",2021,,,"The frequency of PAVs with CADD score â¥30 was signi ï¬cantly higher in ASD patients, compared to controls (P ,0.0042).",,ASD patient,,patient
374,4110,421,D MYT1L associated neurodevelopmental disorder: a clinical and molecular description of 37 new cases and literature review,P08.050,J. Coursimault: None. A. Guerrot: None. M. Morrow: None. B.,Callewaert: None. S. Vergult: None. L. Faivre: None. F. Tran," Sorbonne UniversitÃ©, DÃ©partement de GÃ©nÃ©tique, Groupe HospitalierPitiÃ© SalpÃªtriÃ¨re HÃ´pital Trousseau, Centre de RÃ©fÃ©rence DÃ© ï¬ciences Intellectuelles de Causes Rares, Paris, France,9APHP. Sorbonne UniversitÃ©, Service de NeuropÃ©diatrie, HÃ´pital Trousseau, Paris, France,10Service de gÃ©nÃ©tique et procrÃ©ation CHU Grenoble Alpes, Grenoble, France,11Genetic Epigenetic and Therapies of Infertility, Institute for Advanced Biosciences, Institut National de la SantÃ© et de la Recherche MÃ©dicale U1209, Centre National de la Recherche Scienti ï¬que UMR 5309, UniversitÃ© Grenoble Alpes, Grenoble, France, 12Department of Genetics, IHU Necker Enfants Malades, University Paris Descartes, Paris, France,13Service de gÃ©nÃ©tique mÃ©dicale, HÃ´pitaux Universitaires de Strasbourg, Institut de GÃ©nÃ©tique MÃ©dicaledâAlsace, Strasbourg, France,14Laboratoire de Diagnostic GÃ©nÃ©tique, HÃ´pitaux Universitaires de Strasbourg, Strasbourg, France,15Centre Hospitalier Universitaire de Poitiers, Service de GÃ©nÃ©tique, BP577,86021, Poitiers, France,16Columbia University Irving Medical Center, New York, NY, USA,17University of Colorado, School of Medicine and Children âs Hospital, Aurora, CO, USA,18Division of Pediatric Neurology, University of Tennessee, Health Science Center, Memphis,TN, USA,19Division of Clinical Genetics, Rutgers New Jersey Medical School, Newark, NJ, USA,20Maine Medical Partners, Pediatric Specialty Care Genetics, Portland, ME, USA,21Institut de GÃ©nÃ©tique mÃ©dicale, Clinique Guy de Fontaine, Jeanne de Flandre, Lille, France, 22PÃ´le Biologie Pathologie GÃ©nÃ©tique, Centre de Biologie Pathologie Pierre Marie Degand, Lille, France,23DÃ©partement de GÃ©nÃ©tique MÃ©dicale, HÃ´pital Timone Enfant, Marseille, France,24DÃ©partement de GÃ©nÃ©tique MÃ©dicale, Maladies Rares et MÃ©decine PersonnalisÃ©e,CHU Montpellier, Montpellier, France,25Service de Nutrition, HÃ´pital de la PitiÃ© SalpÃªtriÃ¨re AP HP, Paris, France. Introduction: Pathogenic variants of the myelin transcription factor 1 like ( MYT1L) gene cause a syndromic neurodevelopmental disorder and include missense, premature termination codon (PTC) variants and 2p25.3 microdeletions. Despite a strongenrichment in de novo mutations in developmental disorder or autism trio studies, the clinical characterization and phenotype genotype correlations are scarce and only 21 patients with missense or PTC variants have been reported so far. Materials and Methods: We collected clinical and genetic information of 37 new patients with (likely) pathogenic MYT1L variants through datasharing resources and collaborations and performed a comprehensive meta analysis with already publisheddata (total ,58 patients). Results: Weï¬rst con ï¬rmed that the main phenotypic features of the MYT1L related disorder are developmental delay (95%), intellectual disability (ID, 68%), overweight or obesity (59%),behavioral disorder (100%) and epilepsy (22%). In addition, 32% of the patients presented learning disorder without ID and 19% presented in infancy feeding dif ï¬culties, which were not reported before. We further describe the inconstant dysmorphic features(69%) and present the weight evolution of 21 patients. We show that patients harboring highly clustered missense variants within the 2 ndand 3rdzinc ï¬nger domains are not clinically distinguish able from patients with truncating variants. We report the ï¬rstde novo missense variants outside the 2nd and 3rd zinc ï¬nger domains, which nevertheless remain the target domains for most pathogenic missense variants. Conclusion: We provide an updated description of clinical and genetic data of the MYT1L associated neurodevelopmental disorder, hence improving diagnosis and clinical management ofthese patients. Fundings: RIN2018",2021,,,"Despite a strongenrichment in de novo mutations in developmental disorder or autism trio studies, the clinical characterization and phenotype genotype correlations are scarce and only 21 patients with missense or PTC variants have been reported so far.",,autism trio,,trio
375,72,1291,De novo partial duplication of chromosome 7q in a male patient with infantile autism,P1328.,,,autism is a neurodevelopmental disorder with a strong genetic componentas shown in family studies. The disease is characterized by impairments inreciprocal social interaction and communication together with restrictedand stereotyped patterns of interests and activities. The genetics of the dis order is complex probably involving the interaction of several genes. Theneurobiological basis of the disorder is unknown and there are no strongcandidate genes. Several genome screens were undertaken by differentautism consortia identifying different regions of interest defined by a mul tipoint maximum lod score (MLS) greater than 1. A region on chromosome7q31 35 was the most significant region (MLS of 2.53) identified first by theInternational Molecular Genetic Study of autism Consortium (IMGSAC) which we are part of. Meanwhile four other genome screens were pub lished showing positive linkage on different chromosomal regions. The onlycommon region of all analyses remained on chromosome 7q. One possi bility to narrow down the candidate region and to identify new candidategenes are systematic karyotype analyses of autistic patients. One malepatient showed a duplication on chromosome 7q in 11% of leukocytes inperipheral blood and in approximately 40% of the nuclei in the correspon ding lymphoblastoid cell line. In order to determine the exact localizationand orientation of the duplication FISH experiments using several YACswere performed. ,2001, S. Beyer   S. M. Klauck  A. Poustka Deutsches Krebsforschungszentrum  Molecular Genome Analysis  Heidel berg  G,ermanyk.beyer@dkfz.de,One possi bility to narrow down the candidate region and to identify new candidategenes are systematic karyotype analyses of autistic patients.,,autistic patient,,patient
376,1532,769,Deletion of UBE3A gene in brothers with Angelman syndrome close to breakpoint of inversion at 15q11.2 and 15q26.1,P07.03,"Y. Kuroda1, I. Ohashi1, T . Naruto1, K. Ida1, T . Wada2, K. Kurosawa1","1Division of Medical Genetics, Kanagawa Childrenâ s Medical Center, Yokohama, Japan,  2Division of Neurology, Kanagawa Childrenâ s Medical Center, Yokohama, Japan","Angelman syndrome (ASD)  is characterized by severe intellectual disability with major speech impairment, ataxia and behavioral uniqueness. The un derlining molecular deficit is the failure of maternal copy of the imprinted UBE3A gene due to maternal deletions, the most common present in 70 75% of case, which is detected by FISH of the UBE3A region. Only a small number of intragenic or whole genomic microdeletions of UBE3A have been repor ted. We report on two brothers with ASD  with microdeletion of 15q11.2 q12 emcompassing UBE3A gene, close to breakpoint of inversion at 15q11.2 and 15q26.1. The brothers were the first and second children of unrelated and healthy parents. They were born at term after uneventful pregnancy. Patient 1 (older brother) had developmental delay, walked with ataxic gait, and did not speak word at 6 years old. He developed seizure at 4 years old. Patient 2 (younger brother) had also developmental delay and started sitting at 15 months. They had mild phenotype and behavior of ASD.  Karyotype revealed pericentric inversion of 15q and FISH test revealed deletion of UBE3A re gion. Array CGH revealed 467kb deletion at 15q11.2 q12, only emcompas sing UBE3A and a part of SNORD115, and 53kb deletion at 15q26.1. Their mother revealed normal karyoptype and no deletion of 15q11.2 q12 with array CGH, so we assumed germline mosaicism. This report is a rare familial case with ASD  detected by routine FISH test. We suggest that array CGH can detect atypical submicroscopic deletion of UBE3A in patients with mild ASD  phenotype. Y. Kuroda: None. I. Ohashi: None. T. Naruto: None. K. Ida: None. T. Wada: None. K. Kurosawa: None.",2013,,,"We report on two brothers with ASD  with microdeletion of 15q11.2 q12 emcompassing UBE3A gene, close to breakpoint of inversion at 15q11.2 and 15q26.1.",brother with ASD,,brother,
377,1532,769,Deletion of UBE3A gene in brothers with Angelman syndrome close to breakpoint of inversion at 15q11.2 and 15q26.1,P07.03,"Y. Kuroda1, I. Ohashi1, T . Naruto1, K. Ida1, T . Wada2, K. Kurosawa1","1Division of Medical Genetics, Kanagawa Childrenâ s Medical Center, Yokohama, Japan,  2Division of Neurology, Kanagawa Childrenâ s Medical Center, Yokohama, Japan","Angelman syndrome (ASD)  is characterized by severe intellectual disability with major speech impairment, ataxia and behavioral uniqueness. The un derlining molecular deficit is the failure of maternal copy of the imprinted UBE3A gene due to maternal deletions, the most common present in 70 75% of case, which is detected by FISH of the UBE3A region. Only a small number of intragenic or whole genomic microdeletions of UBE3A have been repor ted. We report on two brothers with ASD  with microdeletion of 15q11.2 q12 emcompassing UBE3A gene, close to breakpoint of inversion at 15q11.2 and 15q26.1. The brothers were the first and second children of unrelated and healthy parents. They were born at term after uneventful pregnancy. Patient 1 (older brother) had developmental delay, walked with ataxic gait, and did not speak word at 6 years old. He developed seizure at 4 years old. Patient 2 (younger brother) had also developmental delay and started sitting at 15 months. They had mild phenotype and behavior of ASD.  Karyotype revealed pericentric inversion of 15q and FISH test revealed deletion of UBE3A re gion. Array CGH revealed 467kb deletion at 15q11.2 q12, only emcompas sing UBE3A and a part of SNORD115, and 53kb deletion at 15q26.1. Their mother revealed normal karyoptype and no deletion of 15q11.2 q12 with array CGH, so we assumed germline mosaicism. This report is a rare familial case with ASD  detected by routine FISH test. We suggest that array CGH can detect atypical submicroscopic deletion of UBE3A in patients with mild ASD  phenotype. Y. Kuroda: None. I. Ohashi: None. T. Naruto: None. K. Ida: None. T. Wada: None. K. Kurosawa: None.",2013,,,This report is a rare familial case with ASD  detected by routine FISH test.,case with ASD,,case,
378,1532,769,Deletion of UBE3A gene in brothers with Angelman syndrome close to breakpoint of inversion at 15q11.2 and 15q26.1,P07.03,"Y. Kuroda1, I. Ohashi1, T . Naruto1, K. Ida1, T . Wada2, K. Kurosawa1","1Division of Medical Genetics, Kanagawa Childrenâ s Medical Center, Yokohama, Japan,  2Division of Neurology, Kanagawa Childrenâ s Medical Center, Yokohama, Japan","Angelman syndrome (ASD)  is characterized by severe intellectual disability with major speech impairment, ataxia and behavioral uniqueness. The un derlining molecular deficit is the failure of maternal copy of the imprinted UBE3A gene due to maternal deletions, the most common present in 70 75% of case, which is detected by FISH of the UBE3A region. Only a small number of intragenic or whole genomic microdeletions of UBE3A have been repor ted. We report on two brothers with ASD  with microdeletion of 15q11.2 q12 emcompassing UBE3A gene, close to breakpoint of inversion at 15q11.2 and 15q26.1. The brothers were the first and second children of unrelated and healthy parents. They were born at term after uneventful pregnancy. Patient 1 (older brother) had developmental delay, walked with ataxic gait, and did not speak word at 6 years old. He developed seizure at 4 years old. Patient 2 (younger brother) had also developmental delay and started sitting at 15 months. They had mild phenotype and behavior of ASD.  Karyotype revealed pericentric inversion of 15q and FISH test revealed deletion of UBE3A re gion. Array CGH revealed 467kb deletion at 15q11.2 q12, only emcompas sing UBE3A and a part of SNORD115, and 53kb deletion at 15q26.1. Their mother revealed normal karyoptype and no deletion of 15q11.2 q12 with array CGH, so we assumed germline mosaicism. This report is a rare familial case with ASD  detected by routine FISH test. We suggest that array CGH can detect atypical submicroscopic deletion of UBE3A in patients with mild ASD  phenotype. Y. Kuroda: None. I. Ohashi: None. T. Naruto: None. K. Ida: None. T. Wada: None. K. Kurosawa: None.",2013,,,We suggest that array CGH can detect atypical submicroscopic deletion of UBE3A in patients with mild ASD  phenotype.,patient with mild ASD,,patient,
